"_id","count","school","pincode","city"
"gulzar group of institution(141123)","1","Gulzar Group of institution","141123","Ludhiana"
"tagore international school(141123)","4","Tagore International school","141123","Ludhiana"
"s.k.v q block(1412080)","1","S.k.v q block","1412080",""
"govt sarvodaya kanya vidalaya(1412093)","1","Govt Sarvodaya kanya vidalaya","1412093",""
"g.b.s.s.  nithari. school(1412259)","1","G.B.S.S.  NITHARI. SCHOOL","1412259",""
"mvp sunrise school(141311)","7","MVP SUNRISE SCHOOL","141311",""
"kendriya vidyalaya barabanki(141312)","1","Kendriya vidyalaya barabanki","141312",""
"kendriya vidyalaya no.2 afs adampur(141401)","1","Kendriya vidyalaya no.2 AFS adampur","141401","Ludhiana"
"satya bharti adarsh sen .sen.school(141401)","4","Satya bharti adarsh sen .sen.school","141401","Ludhiana"
"akal akadamy(141414)","1","Akal akadamy","141414","Ludhiana"
"rauni(141414)","1","Rauni","141414","Ludhiana"
"satya bharti adarsh sen. sec. school(141414)","5","Satya Bharti Adarsh sen. sec. School","141414","Ludhiana"
"jawahar navodaya vidyalaya(141415)","7","Jawahar navodaya vidyalaya","141415","Ludhiana"
"satya bharti aadarsh sen.sec.school(141415)","15","Satya Bharti Aadarsh sen.sec.school","141415","Ludhiana"
"satya bharti adarsh sr sec school rauni(141415)","2","Satya Bharti Adarsh Sr Sec School Rauni","141415","Ludhiana"
"satya bharti adarsh(141415)","2","satya bharti adarsh","141415","Ludhiana"
"satya bharti adarsh school(141415)","3","satya bharti adarsh school","141415","Ludhiana"
"kendriya vidyalaya sangathan sehore(141417)","3","Kendriya vidyalaya sangathan sehore","141417","Ludhiana"
"maple bear canadian school(141417)","1","Maple Bear Canadian School","141417","Ludhiana"
"savitkari vidya mandir school(141423)","2","Savitkari vidya mandir school","141423",""
"svm barnala(141516)","1","Svm Barnala","141516",""
"kv afs rajokri(141718)","2","kV AFS rajokri","141718",""
"jawahar navodaya vidyalaya farour(141801)","23","Jawahar Navodaya Vidyalaya Farour","141801","Fatehgarh Sahib"
"sarvhitkari vidya mandir, khamano(141801)","2","SARVHITKARI VIDYA MANDIR, KHAMANO","141801","Fatehgarh Sahib"
"sarvitkari.sen.sec.vidya mander barnala(1418101)","1","Sarvitkari.sen.sec.Vidya mander barnala","1418101",""
"tibrewala english midium school(141997)","1","Tibrewala English Midium school","141997",""
"anand sagar academy(142001)","22","ANAND SAGAR ACADEMY","142001","Moga"
"cambridge international school(142001)","47","CAMBRIDGE INTERNATIONAL SCHOOL","142001","Moga"
"cis(142001)","1","Cis","142001",""
"govt.girls college(142022)","1","Govt.girls college","142022","Ludhiana"
"guru nanak khalsa college for women(142022)","3","Guru nanak Khalsa college for women","142022","Ludhiana"
"dav public school, brs nagar, ldh.(142026)","1","DAV Public School, BRS Nagar, ldh.","142026","Ludhiana"
"govt. primary school(142026)","1","Govt. Primary school","142026","Ludhiana"
"svm jagraon(142026)","1","SVM Jagraon","142026","Ludhiana"
"vidya international school, jagraon(142026)","1","Vidya international school, jagraon","142026","Ludhiana"
"dav public school,brs nagar ludhiana(142027)","1","DAV public school,Brs nagar Ludhiana","142027","Ludhiana"
"cambridge international school(142038)","9","Cambridge International School","142038","Moga"
"sgl nursing college semi jalandhar(142042)","3","Sgl nursing college semi jalandhar","142042","Moga"
"s. v. m. makhu(142044)","1","S. V. M. Makhu","142044","Firozepur"
"s.v.m high school makhu(142044)","1","S.v.m high school makhu","142044","Firozepur"
"sarvhitkari vidya mandir school(142044)","2","Sarvhitkari vidya Mandir school","142044","Firozepur"
"svm makhu(142044)","1","Svm makhu","142044","Firozepur"
"bajrang bhawan school(142047)","1","Bajrang bhawan school","142047","Firozepur"
"ssm global school kasoana(142047)","3","SSM GLOBAL SCHOOL KASOANA","142047","Firozepur"
"sinpms ,badal(142052)","2","SINPMS ,BADAL","142052","Firozepur"
"ganesh ram nagar balika vidhya mandir(142091)","1","Ganesh Ram Nagar Balika vidhya Mandir","142091",""
"sinpms badal(142113)","1","SINPMS BADAL","142113",""
"bokarwada primera school(1422011)","1","bokarwada Primera school","1422011",""
"s.d.s.v.m.talwara(142222)","1","S.D.S.V.M.talwara","142222",""
"public high school amroh(142442)","3","Public high school amroh","142442",""
"svm(142480)","36","SVM","142480",""
"madhyamik nutan marathi shala igatpuri(142536)","3","Madhyamik Nutan Marathi Shala igatpuri","142536",""
"amritsar public school(143001)","4","Amritsar Public School","143001","Amritsar"
"anupam montessori school(143001)","5","Anupam Montessori School","143001","Amritsar"
"are girls senior secondary school(143001)","7","Are Girls Senior Secondary School","143001","Amritsar"
"arya girls sen. sec. school(143001)","6","Arya Girls Sen. Sec. School","143001","Amritsar"
"arya girls school(143001)","2","Arya girls school","143001","Amritsar"
"arya samaj school(143001)","2","Arya samaj school","143001","Amritsar"
"delhi public school, amritsar(143001)","1","Delhi Public school, Amritsar","143001","Amritsar"
"doon international school(143001)","5","Doon International school","143001","Amritsar"
"doon international amritsar(143001)","5","Doon international Amritsar","143001","Amritsar"
"ganesh ram nagar saraswati shishu(143001)","1","Ganesh ram nagar saraswati shishu","143001","Amritsar"
"gsss karampura(143001)","1","Gsss karampura","143001","Amritsar"
"guru nanak dev university(143001)","4","Guru nanak Dev University","143001","Amritsar"
"i.k.g.p.t.uamritsar campus(143001)","2","I.K.G.P.T.UAmritsar Campus","143001","Amritsar"
"ik gujral punjab technical university(143001)","1","Ik gujral Punjab technical university","143001","Amritsar"
"madhav vidya niketan senior secondary school(143001)","3","Madhav Vidya Niketan senior secondary school","143001","Amritsar"
"manav public school(143001)","5","Manav Public School","143001","Amritsar"
"sgrdims & research(143001)","1","SGRDIMS & RESEARCH","143001","Amritsar"
"sgrdimsr(143001)","1","SGRDIMSR","143001","Amritsar"
"symbiosis centre for management studies(143001)","1","SYMBIOSIS CENTRE FOR MANAGEMENT STUDIES","143001","Amritsar"
"school arya girls sen sec school(143001)","1","School Arya girls sen sec school","143001","Amritsar"
"sgl nursing college(143001)","25","Sgl nursing college","143001","Amritsar"
"sri guru harkrishan  sen sec public school(143001)","4","Sri Guru Harkrishan  sen sec public school","143001","Amritsar"
"vivek public school(143001)","16","VIVEK PUBLIC SCHOOL","143001","Amritsar"
"a r burla mahila varishta  mahavidylaya(143005)","1","A R BURLA MAHILA VARISHTA  MAHAVIDYLAYA","143005","Amritsar"
"guru nanak dev university(143005)","3","Guru Nanak Dev University","143005","Amritsar"
"guru nanak dev university amritsar(143005)","1","Guru nanak dev University Amritsar","143005","Amritsar"
"shri guru harkrishan public school(143005)","1","Shri guru harkrishan public school","143005","Amritsar"
"a r burla mahila maha vidylay, solapur(143006)","1","A R BURLA MAHILA MAHA VIDYLAY, SOLAPUR","143006","Amritsar"
"sgl nursing colleges(143009)","1","Sgl nursing colleges","143009","Amritsar"
"ikgptu amritsar(143105)","1","IKGPTU Amritsar","143105","Amritsar"
"ikgptu amritsar campus(143105)","1","ikgptu Amritsar campus","143105","Amritsar"
"sks international school(143109)","2","SKS International School","143109","Amritsar"
"sgl nursing college,semi,jalandhar(143109)","4","Sgl Nursing College,Semi,Jalandhar","143109","Amritsar"
"s.g..l nursing college(14311)","3","S.G..L nursing college","14311","Amritsar"
"delhi public school amritsar(143111)","1","Delhi public school Amritsar","143111","Amritsar"
"s.g.l nursing college(143111)","4","S.G.L Nursing College","143111","Amritsar"
"s.g.l nursing college ,semi jalandhar(143111)","1","S.G.L Nursing college ,semi Jalandhar","143111","Amritsar"
"sri guru aganddev collage of education(143111)","1","Sri guru aganddev collage of education","143111","Amritsar"
"shri guru angad dev college of education(143113)","1","Shri guru angad dev college of education","143113","Amritsar"
"guru nanak dev university(143114)","1","Guru nanak dev university","143114","Amritsar"
"s.g.l nursing college(143114)","7","S.G.L nursing college","143114","Amritsar"
"ssggs(143114)","1","SSGGS","143114","Amritsar"
"ssggs int. public school(143114)","3","SSGGS INT. PUBLIC SCHOOL","143114","Amritsar"
"government polytechnic college amritsar(143115)","1","Government polytechnic College amritsar","143115","Amritsar"
"s. g. a. d. c. e(143117)","3","S. G. A. D. C. E","143117","Tarn Taran"
"sgad collage of education(143117)","1","SGAD Collage of education","143117","Tarn Taran"
"shri guru angad dev college of education(143117)","7","Shri Guru Angad Dev College of Education","143117",""
"shri guru angad dev ji college(143117)","2","Shri guru angad dev ji college","143117","Tarn Taran"
"sri guru angad dev collage of education(143118)","1","Sri Guru Angad Dev collage of education","143118","Tarn Taran"
"dharmavaram polytechnic college(143143)","2","DHARMAVARAM POLYTECHNIC college","143143",""
"st.joseph higher secondary school khandwa(143172)","1","St.joseph higher secondary school khandwa","143172",""
"kendriya vidyalaya stc bsf chakur(143201)","3","Kendriya vidyalaya STC BSF Chakur","143201","Amritsar"
"sgl nursing college semi jalandhar(143201)","1","Sgl nursing college semi Jalandhar","143201","Amritsar"
"sri guru angad dev college of education(143203)","1","Sri Guru Angad dev college of education","143203","Amritsar"
"sgl nursing college jalandhar(143205)","1","SGL Nursing College Jalandhar","143205","Amritsar"
"shri guru angad dev college of education(143401)","8","Shri guru Angad Dev college of education","143401","Tarn Taran"
"sri guru  harkrishan public  school(143401)","4","Sri Guru  Harkrishan Public  school","143401","Tarn Taran"
"sgad college of education(143406)","1","SGAD college of education","143406","Tarn Taran"
"sgadce(143411)","1","SGADCE","143411","Tarn Taran"
"akal academy chak desraj(143414)","39","Akal Academy Chak Desraj","143414","Tarn Taran"
"kendriya vedhyale rajokari(143501)","1","Kendriya vedhyale rajokari","143501","Amritsar"
"sgrdimsar(143501)","1","SGRDIMSAR","143501","Amritsar"
"akal academy chak desraj jalandhar(143504)","3","Akal Academy Chak Desraj Jalandhar","143504","Amritsar"
"akal academy  chak  desraj(143504)","1","Akal academy  chak  desraj","143504","Amritsar"
"royal institute of nursing, gurdaspur(143505)","1","ROYAL INSTITUTE OF NURSING, GURDASPUR","143505","Gurdaspur"
"sgrdims & research ,amritsar(143505)","1","SGRDIMS & Research ,Amritsar","143505","Gurdaspur"
"wood blossom international school(143505)","1","Wood Blossom International school","143505","Gurdaspur"
"wood stock public school(143505)","1","Wood stock public school","143505","Gurdaspur"
"woodblossoms school(143505)","1","Woodblossoms School","143505","Gurdaspur"
"kendriya vidyalaya pulgaon(143507)","2","Kendriya Vidyalaya Pulgaon","143507","Gurdaspur"
"g.s. international public school(143512)","1","G.S. International Public School","143512","Gurdaspur"
"gips(143514)","1","GIPS","143514","Gurdaspur"
"s.s.g.g.s international public school(143514)","1","S.S.G.G.S International public school","143514","Gurdaspur"
"sgl college of nursing(143514)","2","SGL College of Nursing","143514","Gurdaspur"
"sgl nursing college jalandhar(143514)","4","Sgl nursing college jalandhar","143514","Gurdaspur"
"sgl nursing college(143526)","7","SGL Nursing College","143526","Gurdaspur"
"shri guru teg bahadur khalsa college(143527)","1","Shri Guru Teg Bahadur Khalsa College","143527","Gurdaspur"
"y.b.n.sarvhitkari vidya mandir(143531)","8","Y.B.N.Sarvhitkari Vidya Mandir","143531","Pathankot"
"ybnyb(143531)","1","YBNYB","143531","Pathankot"
"ybnsv dinanagar(143531)","1","Ybnsv Dinanagar","143531","Pathankot"
"sarvhitkari vidya mandir gharota(143533)","1","Sarvhitkari Vidya Mandir Gharota","143533","Pathankot"
"m.v.p,s sunrise school(143603)","4","M.V.P,s Sunrise School","143603","Amritsar"
"g.s international sen sec public school ,(143604)","2","G.S International Sen Sec Public School ,","143604","Gurdaspur"
"pu(chandigarh(143604)","1","PU(Chandigarh","143604","Gurdaspur"
"g.s. international public school, bhagwanpur(143605)","1","G.S. International Public School, Bhagwanpur","143605","Gurdaspur"
"g.s. international sen.sec. public school(143605)","1","G.S. international sen.sec. public school","143605","Gurdaspur"
"apeejay school(144001)","1","APEEJAY SCHOOL","144001","Jalandhar"
"aps jalandher(144001)","3","APS jalandher","144001","Jalandhar"
"army public school jalandhar cannt(144001)","18","ARMY PUBLIC SCHOOL JALANDHAR CANNT","144001","Jalandhar"
"army public school jrc punjab(144001)","2","Army Public school JRC Punjab","144001","Jalandhar"
"c.j.s public school(144001)","2","C.j.S public school","144001","Jalandhar"
"darshan academy sen. sec. school(144001)","1","Darshan academy sen. Sec. School","144001","Jalandhar"
"guru amar dass public school(144001)","3","Guru Amar Dass Public School","144001","Jalandhar"
"innocent heart school noorpur(144001)","3","Innocent Heart School Noorpur","144001","Jalandhar"
"innocent hearts school(144001)","7","Innocent Hearts school","144001","Jalandhar"
"innocent heart(144001)","3","Innocent heart","144001","Jalandhar"
"kamal nehru public school(144001)","14","Kamal nehru public school","144001","Jalandhar"
"kamala nehru public school phagwara(144001)","3","Kamala Nehru public school Phagwara","144001","Jalandhar"
"kendriya vidhyalaya suranussi(144001)","1","Kendriya vidhyalaya suranussi","144001","Jalandhar"
"kendriya vidyalay number 2 adampur air force(144001)","2","Kendriya vidyalay number 2 Adampur Air force","144001","Jalandhar"
"m. g. n public school adarsh nagar jal(144001)","4","M. G. N Public School Adarsh Nagar Jal","144001",""
"ptu(144001)","1","PTU","144001","Jalandhar"
"police dav public school(144001)","4","Police DAV Public School","144001","Jalandhar"
"sanskriti kmv school(144001)","1","Sanskriti kMV school","144001","Jalandhar"
"sanskriti kmv school jalandhar(144001)","1","Sanskriti kmv school jalandhar","144001","Jalandhar"
"sanskritikmv(144001)","1","Sanskritikmv","144001","Jalandhar"
"sarvhitkari vidya mandir(144001)","8","Sarvhitkari Vidya Mandir","144001","Jalandhar"
"sgl nursing college(144001)","3","Sgl Nursing college","144001","Jalandhar"
"sjcs(144001)","1","SjcS","144001","Jalandhar"
"swami sant dass public(144001)","59","Swami Sant Dass Public","144001","Jalandhar"
"innocent hearts school nurpur branch(144001)","1","innocent hearts school nurpur branch","144001","Jalandhar"
"police dav(144001)","2","police DAV","144001","Jalandhar"
"army public school(144002)","13","Army public School","144002","Jalandhar"
"army public school jalandhar cannt(144002)","1","Army public school Jalandhar cannt","144002","Jalandhar"
"darshan academy(144002)","1","Darshan Academy","144002","Jalandhar"
"mgn public school jalandhar(144002)","2","MGN PUBLIC SCHOOL JALANDHAR","144002","Jalandhar"
"police dav public school(144002)","1","Police DAV public school","144002","Jalandhar"
"swami sant dass public school(144002)","43","SWAMI SANT DASS PUBLIC SCHOOL","144002","Jalandhar"
"kendriya vidyalaya no.2 a.f.s adampur(144003)","1","Kendriya Vidyalaya No.2 A.F.S Adampur","144003","Jalandhar"
"montgomery guru nanak public school(144003)","1","Montgomery Guru Nanak Public School","144003","Jalandhar"
"p.s.v.m school(144003)","1","P.S.V.M school","144003","Jalandhar"
"prakashwati sarvhitkari vidya mandir(144003)","1","Prakashwati sarvhitkari Vidya mandir","144003","Jalandhar"
"swami sant dasd public school(144003)","7","Swami Sant Dasd Public School","144003","Jalandhar"
"swami sant dass public school jalandhar(144003)","2","Swami sant dass public school jalandhar","144003","Jalandhar"
"aps jalandhar cantt(144004)","6","APS Jalandhar cantt","144004","Jalandhar"
"army public school, jalandhar cantt(144004)","9","Army Public School, Jalandhar Cantt","144004","Jalandhar"
"c.j.s public school(144004)","2","C.j.s Public school","144004","Jalandhar"
"dav university(144004)","1","DAV University","144004","Jalandhar"
"junior wing aps jalandhar(144004)","1","Junior wing aps jalandhar","144004","Jalandhar"
"mgn public school urban estate phase 2(144004)","1","Mgn public school urban estate phase 2","144004","Jalandhar"
"sanskriti kmv school(144004)","2","SANSKRITI KMV SCHOOL","144004","Jalandhar"
"swami sant dass public school(144004)","15","Swami sant dass public school","144004","Jalandhar"
"a. p. s(144005)","1","A. P. S","144005","Jalandhar"
"aps(144005)","20","APS","144005","Jalandhar"
"aps jalandhar(144005)","2","APS jalandhar","144005","Jalandhar"
"army public school (jrc)(144005)","63","ARMY PUBLIC SCHOOL (JRC)","144005","Jalandhar"
"aps jalandhar cantt(144005)","11","Aps Jalandhar cantt","144005","Jalandhar"
"army public school , jalandhar cantt(144005)","51","Army Public School , Jalandhar cantt","144005","Jalandhar"
"army public school jrc punjab(144005)","1","Army public school JRC Punjab","144005","Jalandhar"
"s.g.l nursing collage semi punjab(144005)","1","S.G.L nursing collage semi Punjab","144005","Jalandhar"
"sanskriti kmv school(144005)","2","Sanskriti KMV School","144005","Jalandhar"
"sgl nursing institute(144005)","2","Sgl nursing institute","144005","Jalandhar"
"army public school jalandhar cantt(144006)","7","Army public school Jalandhar cantt","144006","Jalandhar"
"police dav public school(144006)","1","POLICE DAV PUBLIC SCHOOL","144006","Jalandhar"
"s.g.l college(144006)","1","S.G.L college","144006","Jalandhar"
"swami sant dass public school(144006)","13","Swami Sant Dass Public School","144006","Jalandhar"
"army public school,jalandhar cantt(144007)","1","Army Public School,Jalandhar Cantt","144007","Jalandhar"
"pcm sd college for women(144007)","1","PCM SD COLLEGE FOR WOMEN","144007","Jalandhar"
"aps jalandhar(144008)","2","Aps Jalandhar","144008","Jalandhar"
"innocent hearts school(144008)","4","Innocent hearts school","144008","Jalandhar"
"kendriya vidyalaya suranussi(144008)","3","Kendriya vidyalaya suranussi","144008","Jalandhar"
"kv suranussi(144008)","2","Kv suranussi","144008","Jalandhar"
"m.g.n public school(144008)","7","M.G.N Public School","144008","Jalandhar"
"mgn public school adarsh nagar(144008)","1","MGN PUBLIC SCHOOL ADARSH NAGAR","144008","Jalandhar"
"sgl nursing college , semi  jalandhar(144008)","1","Sgl nursing college , Semi  jalandhar","144008","Jalandhar"
"swami sant dass school jalandhar(144008)","1","Swami Sant Dass School Jalandhar","144008","Jalandhar"
"akal academy chak desraj(144009)","12","Akal academy chak desraj","144009","Jalandhar"
"kendriya vidyalaya suranussi(144011)","3","Kendriya vidyalaya Suranussi","144011","Jalandhar"
"mgn public school(144011)","2","MGN Public School","144011","Jalandhar"
"k v school(144021)","1","K V School","144021","Jalandhar"
"aps, jalandhar cantt(144022)","1","APS, JALANDHAR CANTT","144022","Jalandhar"
"aps jalandhar(144022)","2","Aps jalandhar","144022","Jalandhar"
"army public school , jalandhar cantt(144022)","5","Army Public School , Jalandhar Cantt","144022","Jalandhar"
"swami(144022)","2","Swami","144022","Jalandhar"
"army public school(144024)","37","ARMY PUBLIC SCHOOL","144024","Jalandhar"
"army public school, jalandhar cantt(144024)","4","ARMY PUBLIC SCHOOL, JALANDHAR CANTT","144024","Jalandhar"
"bsc nursing college(144024)","3","Bsc Nursing College","144024","Jalandhar"
"kv school suranussi jalandhar punjab(144024)","1","KV school suranussi Jalandhar Punjab","144024","Jalandhar"
"sgl nursing college semi(144024)","1","SGL NURSING COLLEGE SEMI","144024","Jalandhar"
"k.v no2 a.f.s adampur(144025)","1","K.V No2 A.F.S Adampur","144025","Jalandhar"
"kvno2afsadampur(144025)","1","KVNO2AFSADAMPUR","144025","Jalandhar"
"kendriya vidyalaya no.2 afs(144025)","2","Kendriya Vidyalaya No.2 AFS","144025","Jalandhar"
"sgl nursing college(144025)","4","SGL NURSING COLLEGE","144025","Jalandhar"
"aps jalandhar(144027)","2","APS Jalandhar","144027","Jalandhar"
"army public school jalandhar cantt(144027)","7","Army Public school Jalandhar Cantt","144027","Jalandhar"
"kendriya vidyalaya suranussi(144027)","3","Kendriya Vidyalaya Suranussi","144027","Jalandhar"
"s.v.m. high school chhokran(144029)","2","S.v.m. high school chhokran","144029","Shahid Bhagat Singh Nagar"
"sss maple bear canadian school(144029)","2","SSS Maple Bear Canadian School","144029","Shahid Bhagat Singh Nagar"
"svm high school(144029)","1","SVM high school","144029","Shahid Bhagat Singh Nagar"
"k.v.no.2 a.f.s adampur(144030)","1","K.V.No.2 A.F.S Adampur","144030","Jalandhar"
"kv-2(144030)","2","KV-2","144030","Jalandhar"
"kendriya vidyalaya no 2 afs(144030)","1","Kendriya vidyalaya no 2 AFS","144030","Jalandhar"
"kamla nehru public school(144034)","11","Kamla Nehru Public School","144034","Jalandhar"
"nawab jassa singh ahluwalia government college(144040)","1","Nawab jassa Singh Ahluwalia government college","144040","Jalandhar"
"sgl nursing college, semi , jalandhar(144040)","1","SGL NURSING COLLEGE, SEMI , JALANDHAR","144040","Jalandhar"
"st manus convent school(144041)","1","St manus convent school","144041","Jalandhar"
"swami sant dass public school(144041)","2","swami sant dass public school","144041","Jalandhar"
"sadhu singh shergill academy mukandpur(144057)","1","Sadhu singh shergill academy mukandpur","144057",""
"sgl college of nursing(144101)","1","SGL college of nursing","144101","Jalandhar"
"k v 2(144102)","3","K V 2","144102","Jalandhar"
"k v no. 2(144102)","2","K V no. 2","144102","Jalandhar"
"k.v no. 2 a.f.s adampur(144102)","9","K.V NO. 2 A.F.S ADAMPUR","144102","Jalandhar"
"k.v. no.2  afs  adampur(144102)","3","K.V. No.2  AFS  adampur","144102","Jalandhar"
"kv2 adampur(144102)","1","KV2 ADAMPUR","144102","Jalandhar"
"kc's no2 afs adampur(144102)","5","Kc's no2 afs adampur","144102","Jalandhar"
"kendiya vidyalaya no. 2 afs adampur(144102)","9","Kendiya vidyalaya no. 2 AFS ADAMPUR","144102","Jalandhar"
"kendriya vidyalaya no 2 afs(144102)","1","Kendriya Vidyalaya no 2 AFS","144102","Jalandhar"
"kendriya vidhya laya no. 2(144102)","4","Kendriya vidhya laya no. 2","144102","Jalandhar"
"kv2 airforce adampur jalandhar(144102)","1","Kv2 airforce Adampur Jalandhar","144102","Jalandhar"
"k. v. no. 2 afs adampur(144103)","1","K. V. No. 2 AFS ADAMPUR","144103","Jalandhar"
"kendri vidyalay(144103)","3","Kendri vidyalay","144103","Jalandhar"
"kendriya vidyalaya no 2 afs adampur(144103)","2","Kendriya vidyalaya no 2 afs Adampur","144103","Jalandhar"
"kendriya vidyalaya sangathan 2(144103)","1","Kendriya vidyalaya sangathan 2","144103","Jalandhar"
"kv 2 afs adampur(144103)","1","Kv 2 AFS adampur","144103","Jalandhar"
"kv no. 2 adampur(144103)","1","Kv No. 2 Adampur","144103","Jalandhar"
"kedriya vidayala k.v.no 2(144104)","1","Kedriya vidayala k.v.no 2","144104","Jalandhar"
"kendriya vidyalaya no 2 afs adampur(144104)","3","Kendriya vidyalaya no 2 AFS Adampur","144104","Jalandhar"
"kendriya vidyalaya no 2 adampur afs jalandhar(144104)","1","Kendriya vidyalaya no 2 adampur afs Jalandhar","144104","Jalandhar"
"kendriya vidyalaya no.2afs adampur(144105)","1","Kendriya vidyalaya no.2afs adampur","144105","Hoshiarpur"
"saraswati bal mandir se.sec school(144105)","1","Saraswati bal mandir se.sec school","144105","Hoshiarpur"
"k.v.no1.adampur(144106)","1","K.v.no1.adampur","144106","Jalandhar"
"kendriya vidyalaya no.2(144106)","1","Kendriya vidyalaya NO.2","144106","Jalandhar"
"kendriya vidyalaya no2 afs , adampur(144106)","1","Kendriya vidyalaya no2 Afs , Adampur","144106","Jalandhar"
"kv no. 2 afs adampur(144106)","3","Kv no. 2 afs adampur","144106","Jalandhar"
"kv no2(144106)","1","Kv no2","144106","Jalandhar"
"dayanand public school(144201)","17","Dayanand public school","144201","Jalandhar"
"innocent hearts school(144201)","2","Innocent Hearts School","144201","Jalandhar"
"kendriya vidyalaya no 2 afs adampur(144201)","1","Kendriya Vidyalaya no 2 AFS Adampur","144201","Jalandhar"
"baba nand lal saravhitkari vdhya mandir(144205)","3","Baba nand lal Saravhitkari vdhya mandir","144205","Hoshiarpur"
"baba nandh lal sarvhitkari(144205)","1","Baba nandh lal sarvhitkari","144205","Hoshiarpur"
"dasmesh public school(144205)","1","Dasmesh Public School","144205","Hoshiarpur"
"kendriya vidyalaya aurangabad(144205)","2","Kendriya vidyalaya Aurangabad","144205","Hoshiarpur"
"s.v.m hajipur(144205)","2","S.V.M Hajipur","144205","Hoshiarpur"
"sarvahitkari vidhya mandir(144205)","2","Sarvahitkari Vidhya Mandir","144205","Hoshiarpur"
"sarvhitkari sen. sec. vidya mandir(144205)","1","Sarvhitkari Sen. Sec. Vidya Mandir","144205","Hoshiarpur"
"sarvhitkari vidya mandir hajipur(144205)","2","Sarvhitkari Vidya mandir hajipur","144205","Hoshiarpur"
"dips college of education(144207)","1","DIPS College of Education","144207","Hoshiarpur"
"s.d svm talwara(14421)","1","S.D SVM TALWARA","14421",""
"dashmesh public school(144211)","8","Dashmesh public school","144211","Hoshiarpur"
"dashmesh public school mukerian(144211)","6","Dashmesh public school mukerian","144211","Hoshiarpur"
"dasmesh girls college(144211)","1","Dasmesh Girls College","144211","Hoshiarpur"
"sd sarvahitkari vidya mandir(144211)","1","Sd Sarvahitkari Vidya mandir","144211","Hoshiarpur"
"dashmesh publick(144214)","1","Dashmesh publick","144214","Hoshiarpur"
"dasmesh public school , mukerian(144214)","4","Dasmesh Public School , Mukerian","144214","Hoshiarpur"
"dps dasmesh public school(144214)","1","Dps dasmesh public school","144214","Hoshiarpur"
"s. d. sarvhit kari vidya mandir(144214)","1","S. D. Sarvhit kari vidya mandir","144214","Hoshiarpur"
"sdsvm talwara(144214)","2","SDSVM Talwara","144214","Hoshiarpur"
"tanush(144214)","1","Tanush","144214",""
"bbmb d.a.v public school talwara(144216)","4","BBMB D.A.V Public school Talwara","144216","Hoshiarpur"
"bbmb dav public school(144216)","1","Bbmb DAV PUBLIC SCHOOL","144216","Hoshiarpur"
"s .d .s v.m(144216)","1","S .D .S V.M","144216","Hoshiarpur"
"s .d .sarvhitkari vidya mandir(144216)","40","S .D .Sarvhitkari Vidya Mandir","144216","Hoshiarpur"
"s d s v m  talwara(144216)","14","S D S V M  Talwara","144216","Hoshiarpur"
"s d sarvahitkari vidya mandir talwara sector 2(144216)","7","S D Sarvahitkari Vidya Mandir talwara sector 2","144216","Hoshiarpur"
"s vm talwara(144216)","62","S Vm talwara","144216","Hoshiarpur"
"s d v m school(144216)","4","S d v m school","144216","Hoshiarpur"
"s dsvm(144216)","14","S dsvm","144216","Hoshiarpur"
"s. d s. v. m(144216)","4","S. D S. V. M","144216","Hoshiarpur"
"s. d. s. v. m school talwara sec-3(144216)","1","S. D. S. V. M school talwara sec-3","144216","Hoshiarpur"
"s. d. sarvhitkari vidhya mandir school(144216)","8","S. D. Sarvhitkari vidhya mandir school","144216","Hoshiarpur"
"s.d s.v.m school talwara(144216)","8","S.D S.V.M School Talwara","144216","Hoshiarpur"
"s.d s.v.m shool sector 2 tal(144216)","1","S.D S.V.M shool sector 2 Tal","144216","Hoshiarpur"
"s.d sarvahitkari vidya mandir school talwara(144216)","31","S.D Sarvahitkari Vidya Mandir School Talwara","144216","Hoshiarpur"
"s.d.s.v mandir(144216)","1","S.D.S.V Mandir","144216","Hoshiarpur"
"s.d.s.v.m(144216)","16","S.D.S.V.M","144216","Hoshiarpur"
"s.d.s.v.m talwara school(144216)","2","S.D.S.V.M TALWARA school","144216","Hoshiarpur"
"s.d.s.v.m talwara(144216)","24","S.D.S.V.M Talwara","144216","Hoshiarpur"
"s.d.s.v.m talwara township(144216)","3","S.D.S.V.M Talwara Township","144216","Hoshiarpur"
"s.d.s.v.m school(144216)","4","S.D.S.V.M school","144216","Hoshiarpur"
"s.d.s.v.m sector -2 talwara(144216)","1","S.D.S.V.M sector -2 talwara","144216","Hoshiarpur"
"s.d.s.v.m. public school(144216)","1","S.d.s.v.m. public school","144216","Hoshiarpur"
"sd svm(144216)","2","SD SVM","144216","Hoshiarpur"
"sd svm talwara township hoshiarpur(144216)","1","SD SVM Talwara Township Hoshiarpur","144216","Hoshiarpur"
"sd svm talwara sec-2(144216)","6","SD SVM Talwara sec-2","144216","Hoshiarpur"
"sd svm senior secondary(144216)","1","SD SVM senior secondary","144216",""
"sdsvm sector-2,talwara (pb)(144216)","1","SDSVM Sector-2,Talwara (Pb)","144216","Hoshiarpur"
"sanatam dharam sarvahitkari vidya mandir(144216)","6","Sanatam dharam Sarvahitkari Vidya mandir","144216","Hoshiarpur"
"sarvhitkari vidya mandir talwara(144216)","11","Sarvhitkari Vidya Mandir Talwara","144216","Hoshiarpur"
